Product URL,Image URL,SKUs,Product Name,Source Site
https://www.anipet.co.il/product/14039/%D7%9B%D7%9C%D7%95%D7%91-%D7%9C%D7%90%D7%95%D7%92%D7%A8%D7%99%D7%9D-%D7%93%D7%92%D7%9D-%D7%A7%D7%95%D7%9E%D7%91%D7%99-1,https://cdn.modulus.co.il/anipet/Ferplast_COMBI_1(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""8010690060552""",כלוב קומבי 1 לאוגר Ferplast,
https://www.anipet.co.il/product/13740/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-KD-,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-kd-with-chicken-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""52742918600""",הילס K/D רפואי לחתול 1.5 קילו,
https://www.anipet.co.il/product/13741/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-LD-,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-ld-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""52742869506, 88955""",הילס L/D רפואי לחתול 1.5 קילו,
https://www.anipet.co.il/product/13743/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-MD,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-md-dry-productShot_zoom.jpg.rendition.1920.1920.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""2380, 52742048208""",הילס M/D רפואי לחתול 3 קילו,
https://www.anipet.co.il/product/13745/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%94%D7%99%D7%9C%D7%A1-%D7%9E%D7%98%D7%91%D7%95%D7%9C%D7%99%D7%A7-,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-metabolic-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""2363, 52742042633""",הילס מטבוליק רפואי לחתול 3 קילו,
https://www.anipet.co.il/product/13746/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-RD,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-rd-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""2361, 52742048185""",הילס R/D רפואי לחתול 3 קילו,
https://www.anipet.co.il/product/13747/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%91%D7%95%D7%92%D7%A8%D7%99%D7%9D-%D7%9E%D7%92%D7%96%D7%A2%D7%99%D7%9D-%D7%92%D7%93%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-%D7%A1%D7%99%D7%99%D7%A0%D7%A1-%D7%A4%D7%9C%D7%90%D7%9F-%D7%9C%D7%99%D7%99%D7%98-%D7%A2%D7%95%D7%A3-,https://cdn.modulus.co.il/anipet/לייט%20עוף%20גזע%20גדול.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""1863, 52742025902""","הילס מזון לכלב בוגר גזע גדול לייט עוף 14 ק""ג",
https://www.anipet.co.il/product/14451/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%9B%D7%9C%D7%91-%D7%94%D7%99%D7%9C%D7%A1-ZD,https://cdn.modulus.co.il/anipet/pd-canine-prescription-diet-zd-ultra-allergen-free-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""39104, 52742040424""",הילס Z/D רפואי לכלב 3 קילו,
https://www.anipet.co.il/product/13749/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1--SD-,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-sd-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""39107, 52742918907""",הילס S/D רפואי לחתול 1.5 קילו,
https://www.anipet.co.il/product/13751/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-TD-,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-td-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""39121, 52742868806""",הילס T/D רפואי לחתול 1.5 קילו,
https://www.anipet.co.il/product/13752/%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-WD,https://cdn.modulus.co.il/anipet/pd-feline-prescription-diet-wd-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""2382, 52742042251""",הילס W/D רפואי לחתול 3 קילו,
https://www.anipet.co.il/product/14052/%D7%A1%D7%90%D7%9E%D7%99%D7%98-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%9B%D7%9C%D7%91-%D7%91%D7%95%D7%92%D7%A8-%D7%A2%D7%95%D7%A3-%D7%95%D7%94%D7%95%D7%93%D7%95,https://cdn.modulus.co.il/anipet/image_processing20230419-1-grs38d_1.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""815260006651""",סאמיט מזון לכלב בוגר עוף והודו 2.3 קילו,
https://www.anipet.co.il/product/13757/-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%92%D7%95%D7%A8%D7%99-%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%A2%D7%95%D7%A3-%D7%94%D7%99%D7%9C%D7%A1-%D7%A1%D7%99%D7%99%D7%A0%D7%A1-%D7%A4%D7%9C%D7%90%D7%9F,https://cdn.modulus.co.il/anipet/41604267.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""1847, 52742025728""",הילס מזון לכלב גור עוף 14 קילו,
https://www.anipet.co.il/product/14059/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%A7%D7%95%D7%A7%D7%98%D7%99%D7%99%D7%9C-%D7%95%D7%99%D7%98%D7%94-%D7%A7%D7%A8%D7%90%D7%A4%D7%98-,https://cdn.modulus.co.il/anipet/קוקטיל.jpeg?width=100&height=100&mode=pad&v=5&output=webp,"""4008239210036""","ויטקרפט מזון פרימיום לקוקוטיל 1 ק""ג",
https://www.anipet.co.il/product/14060/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%AA%D7%95%D7%9B%D7%95%D7%A0%D7%99%D7%9D-%D7%95%D7%99%D7%98%D7%94-%D7%A7%D7%A8%D7%90%D7%A4%D7%98-,https://cdn.modulus.co.il/anipet/תוכונים%20אוסטרלים.jpeg?width=100&height=100&mode=pad&v=5&output=webp,"""4008239214447""",ויטה קראפט מזון פרימיום לתוכון 1 קילו,
https://www.anipet.co.il/product/14065/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%A6%D7%99%D7%A4%D7%95%D7%A8%D7%99-%D7%90%D7%94%D7%91%D7%94-%D7%90%D7%A4%D7%A8%D7%99%D7%A7%D7%A0%D7%99%D7%95%D7%AA-%D7%95%D7%99%D7%98%D7%94-%D7%A7%D7%A8%D7%90%D7%A4%D7%98-,https://cdn.modulus.co.il/anipet/פרסונטה_800x800.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""4008239216410""",ויטקרפט מזון פרימיום לציפור אהבה,
https://www.anipet.co.il/product/13768/-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%92%D7%95%D7%A8%D7%99-%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%9E%D7%92%D7%96%D7%A2%D7%99%D7%9D-%D7%92%D7%93%D7%95%D7%9C%D7%99%D7%9D-%D7%94%D7%99%D7%9C%D7%A1-%D7%A1%D7%99%D7%99%D7%A0%D7%A1-%D7%A4%D7%9C%D7%90%D7%9F-,https://cdn.modulus.co.il/anipet/גור%20גזע%20גדול%20עוף.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""1850, 52742026084""",הילס מזון לכלב גור גזע גדול עוף 14.5 קילו,
https://www.anipet.co.il/product/14068/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%9B%D7%A0%D7%A8%D7%99%D7%9D-%D7%95%D7%99%D7%98%D7%94-%D7%A7%D7%A8%D7%90%D7%A4%D7%98-,https://cdn.modulus.co.il/anipet/כנרים.jpeg?width=100&height=100&mode=pad&v=5&output=webp,"""4008239214508""",ויטה קראפט מזון פרימיום לכנר 1 קילו,
https://www.anipet.co.il/product/13769/%D7%A8%D7%95%D7%99%D7%90%D7%9C-%D7%A7%D7%A0%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%A8%D7%A0%D7%9C,https://cdn.modulus.co.il/anipet/RENAL.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""318255071102, 3182550711142""",רויאל קנין רפואי לחתול רנל 2 קילו,
https://www.anipet.co.il/product/14069/%D7%AA%D7%A2%D7%A8%D7%95%D7%91%D7%AA-%D7%90%D7%95%D7%9B%D7%9C-%D7%9C%D7%AA%D7%95%D7%9B%D7%95%D7%A0%D7%99%D7%9D-%D7%95%D7%A4%D7%99%D7%A0%D7%A7%D7%99%D7%9D-%D7%A8%D7%99%D7%91%D7%95%D7%A1,https://cdn.modulus.co.il/anipet/tarovet_finkin(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563987""","תערובת לתוכונים ופינקים 1 ק""ג RIBOS",
https://www.anipet.co.il/product/14070/%D7%AA%D7%A2%D7%A8%D7%95%D7%91%D7%AA-%D7%90%D7%95%D7%9B%D7%9C-%D7%9C%D7%9B%D7%A0%D7%A8%D7%99%D7%9D-%D7%A8%D7%99%D7%91%D7%95%D7%A1,https://cdn.modulus.co.il/anipet/tarovet_kanarim(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563970""","תערובת לכנרים 1 ק""ג RIBOS",
https://www.anipet.co.il/product/13771/%D7%A8%D7%95%D7%99%D7%90%D7%9C-%D7%A7%D7%A0%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%A1%D7%A0%D7%A1%D7%98%D7%99%D7%91%D7%99%D7%98%D7%99-%D7%A7%D7%95%D7%A0%D7%98%D7%A8%D7%95%D7%9C-,https://cdn.modulus.co.il/anipet/Royal_Canin_Sensenitivty.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""3182550759663, 3182550939706""",רויאל קנין רפואי לחתול סנסטיביטי קונטרול 3.5 קילו,
https://www.anipet.co.il/product/14071/%D7%AA%D7%A2%D7%A8%D7%95%D7%91%D7%AA-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A4%D7%95%D7%AA-%D7%A8%D7%99%D7%91%D7%95%D7%A1,https://cdn.modulus.co.il/anipet/tarovet_chicken(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008726047""","תערובת עופות 1 ק""ג RIBOS",
https://www.anipet.co.il/product/13772/%D7%A8%D7%95%D7%99%D7%90%D7%9C-%D7%A7%D7%A0%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%A8%D7%A4%D7%95%D7%90%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%99%D7%95%D7%A8%D7%99%D7%A0%D7%A8%D7%99-,https://cdn.modulus.co.il/anipet/Urinary-urinary-so-cat-dry-packshot(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""3182550711159, 897""",רויאל קנין רפואי לחתול יורינרי 1.5 קילו,
https://www.anipet.co.il/product/14072/%D7%AA%D7%A2%D7%A8%D7%95%D7%91%D7%AA-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%99%D7%95%D7%A0%D7%99%D7%9D-%D7%A8%D7%99%D7%91%D7%95%D7%A1-,https://cdn.modulus.co.il/anipet/tarovet_yonim(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008726030""","תערובת יונים 1 ק""ג RIBOS",
https://www.anipet.co.il/product/14073/%D7%AA%D7%A2%D7%A8%D7%95%D7%91%D7%AA-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%AA%D7%95%D7%9B%D7%99%D7%9D-%D7%92%D7%93%D7%95%D7%9C%D7%99%D7%9D-%D7%A8%D7%99%D7%91%D7%95%D7%A1,https://cdn.modulus.co.il/anipet/tarovent_big_parrot(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563956""","תערובת תוכי גדול 1 ק""ג RIBOS",
https://www.anipet.co.il/product/14075/%D7%AA%D7%A2%D7%A8%D7%95%D7%91%D7%AA-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%A6%D7%99%D7%A4%D7%95%D7%A8%D7%99-%D7%90%D7%94%D7%91%D7%94-%D7%95%D7%A7%D7%95%D7%A7%D7%98%D7%99%D7%99%D7%9C%D7%99%D7%9D-%D7%A8%D7%99%D7%91%D7%95%D7%A1,https://cdn.modulus.co.il/anipet/tarovet_cocktail_love_bird(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563963""","תערובת לציפור אהבה וקוקוטיל 1 ק""ג RIBOS",
https://www.anipet.co.il/product/14076/%D7%9E%D7%96%D7%95%D7%9F-%D7%A1%D7%99%D7%98%D7%A8%D7%99%D7%94-%D7%90%D7%93%D7%95%D7%9E%D7%94-%D7%9C%D7%AA%D7%95%D7%9B%D7%99%D7%9D-%D7%A8%D7%99%D7%91%D7%95%D7%A1-,https://cdn.modulus.co.il/anipet/sitara(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563864""",תעורבת לציפורים סיטריה,
https://www.anipet.co.il/product/14077/%D7%90%D7%95%D7%9B%D7%9C-%D7%9C%D7%AA%D7%95%D7%9B%D7%99%D7%9D-%D7%93%D7%95%D7%97%D7%9F-%D7%A8%D7%99%D7%91%D7%95%D7%A1-,https://cdn.modulus.co.il/anipet/ribos_dochan(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563994""","דוחן 1 ק""ג RIBOS",
https://www.anipet.co.il/product/14078/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%AA%D7%95%D7%9B%D7%99%D7%9D-%D7%92%D7%A8%D7%A2%D7%99%D7%A0%D7%99-%D7%97%D7%9E%D7%A0%D7%99%D7%95%D7%AA-%D7%A8%D7%99%D7%91%D7%95%D7%A1-,https://cdn.modulus.co.il/anipet/ribos_chamaniot(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""7290008563925""",גרעיני חמניות 700 ג' RIBOS,
https://www.anipet.co.il/product/13779/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%92%D7%95%D7%A8%D7%99-%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%A7%D7%98%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99-%D7%A2%D7%95%D7%A3-%D7%94%D7%99%D7%9C%D7%A1-%D7%A1%D7%99%D7%99%D7%A0%D7%A1-%D7%A4%D7%9C%D7%90%D7%9F-,https://cdn.modulus.co.il/anipet/sp-canine-science-plan-puppy-small-and-miniature-chicken-dry-productShot_zoom.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""1985, 52742038599""",הילס מזון לכלב גור גזע קטן עוף 6 קילו,
https://www.anipet.co.il/product/13791/%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99%D7%9D-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%A7%D7%9C%D7%99%D7%A8-%D7%A7%D7%98-20,https://cdn.modulus.co.il/anipet/img%20(5)(1).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""8010690178820""",שרותים לחתול קליר קט 20,
https://www.anipet.co.il/product/22294/%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99%D7%9D-%D7%9C%D7%97%D7%AA%D7%95%D7%9C-%D7%A7%D7%9C%D7%99%D7%A8-%D7%A7%D7%98-10,https://cdn.modulus.co.il/anipet/5554027.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""8010690179001""",שירותים סגורים קטנים קליר קט 10,
https://www.anipet.co.il/product/13793/--%D7%9E%D7%A6%D7%A2-%D7%9E%D7%AA%D7%92%D7%91%D7%A9--%D7%91%D7%A1%D7%99%D7%A1%D7%99-%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%95%D7%95%D7%A8%D7%9C%D7%93-%D7%91%D7%A1%D7%98-%D7%99%D7%A8%D7%95%D7%A7,https://cdn.modulus.co.il/anipet/חול%20ירוק%20חדש.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""322591001083""",@ החול הטוב בעולם (ירוק) 6.8 קילו,
https://www.anipet.co.il/product/14095/%D7%A8%D7%95%D7%99%D7%90%D7%9C-%D7%A7%D7%A0%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%92%D7%95%D7%A8%D7%99-%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%9E%D7%92%D7%96%D7%A2-%D7%91%D7%99%D7%A0%D7%95%D7%A0%D7%99,https://cdn.modulus.co.il/anipet/פאפי%20מדיום.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""3182550708180, 849""",רויאל קנין כלב גור גזע בינוני 4 קילו,
https://www.anipet.co.il/product/14106/%D7%A8%D7%95%D7%99%D7%90%D7%9C-%D7%A7%D7%A0%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%92%D7%95%D7%A8%D7%99-%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%9E%D7%92%D7%96%D7%A2-%D7%92%D7%93%D7%95%D7%9C,https://cdn.modulus.co.il/anipet/מקסי%20פאפי.png?width=100&height=100&mode=pad&v=5&output=webp,"""3182550402163""",רויאל קנין כלב גור גזע גדול 15 קילו,
https://www.anipet.co.il/product/13809/%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%97%D7%A6%D7%A5-%D7%A0%D7%A9%D7%98%D7%A3-%D7%9C%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99%D7%9D-%D7%90%D7%95%D7%98%D7%95%D7%9E%D7%98%D7%99%D7%99%D7%9D,https://cdn.modulus.co.il/anipet/CatGenie_Washable_Granules_Case1.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""891329001027""",קט גיני חול גרגירים לשרותים נשטף,
https://www.anipet.co.il/product/13810/%D7%9E%D7%96%D7%95%D7%9F-%D7%9C%D7%9B%D7%9C%D7%91%D7%99%D7%9D-%D7%91%D7%A2%D7%9C%D7%99-%D7%A2%D7%95%D7%A8-%D7%A8%D7%92%D7%99%D7%A9-%D7%A7%D7%99%D7%91%D7%94-%D7%A8%D7%92%D7%99%D7%A9%D7%94-%D7%94%D7%99%D7%9C%D7%A1-%D7%A1%D7%99%D7%99%D7%A0%D7%A1-%D7%A4%D7%9C%D7%90%D7%9F,https://cdn.modulus.co.il/anipet/בוגר%20עור%20וקיבה%20רגישה%2014%20קג.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""1876, 52742026091""","הילס מזון לכלב בוגר עור רגיש ,קיבה רגישה 14 קילו",
https://www.anipet.co.il/product/13811/%D7%9C%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%9E%D7%99%D7%9B%D7%9C-%D7%94%D7%93%D7%97%D7%94-%D7%A8%D7%91-%D7%A4%D7%A2%D7%9E%D7%99-%D7%A8%D7%99%D7%97%D7%A0%D7%99,https://cdn.modulus.co.il/anipet/CatGenieSmartCartidge1.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""891329001232""",קט גיני סבון ריחני (120 שטיפות),
https://www.anipet.co.il/product/13812/%D7%97%D7%95%D7%9E%D7%A8-%D7%A0%D7%99%D7%A7%D7%95%D7%99-%D7%9C%D7%AA%D7%97%D7%96%D7%95%D7%A7%D7%AA-%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99-%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D,https://cdn.modulus.co.il/anipet/CatGenieMachineMaintenance.jpg?width=100&height=100&mode=pad&v=5&output=webp,"""891329001386""",קט גיני סבון לנקיון תקופתי (4 שטיפות),
https://www.anipet.co.il/product/13813/%D7%A9%D7%91%D7%91%D7%99-%D7%A2%D7%A5-%D7%9C%D7%9E%D7%9B%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%95%D7%97%D7%AA%D7%95%D7%9C%D7%99%D7%9D-%D7%A7%D7%98%D7%A1-%D7%91%D7%A1%D7%98-%D7%9B%D7%97%D7%95%D7%9C,https://cdn.modulus.co.il/anipet/5551239_Enlarge(2).jpg?width=100&height=100&mode=pad&v=5&output=webp,"""4002973000847""",קטס בסט יוניברסל 20 ליטר (כחול),
